Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2023-07-03,014-002-095-105-001,014-002-095-105,1,Circumstances Surrounding Leasing of Ridout Road Properties by Ministers' Families,,OA,
2023-07-03,014-002-095-105-002,014-002-095-105,2,Rejection of Referred Patients whose Residential Addresses Fall Outside Healthcare Cluster,,OA,
2023-07-03,014-002-095-105-003,014-002-095-105,3,Redevelopment of Singapore Turf Club Site and Completion Timelines,,OA,
2023-07-03,014-002-095-105-004,014-002-095-105,4,Managing Growing Wild Boar Population in Bukit Panjang,,OA,
2023-07-03,014-002-095-105-005,014-002-095-105,5,Contingency Plan for Schools in Hot Weather Scenarios,,OA,
2023-07-03,014-002-095-105-006,014-002-095-105,6,Update on CPIB Investigation into Seatrium,,OA,
2023-07-03,014-002-095-105-007,014-002-095-105,7,Subventions for Community Counselling and Inclusion of Singaporeans Aged 40 and above with Chronic Conditions in Enrolment in Healthier SG Programme,,OA,
2023-07-03,014-002-095-105-008,014-002-095-105,8,Plans under Healthier SG for Younger Persons with Disabilities,,OA,
2023-07-03,014-002-095-105-009,014-002-095-105,9,Progress and Impact of Proposed Workplace Fairness Legislation and Support Measures Available,,OA,
2023-07-03,014-002-095-105-010,014-002-095-105,10,Review of the Rentals of State Properties at 26 and 31 Ridout Road,,OS,
2023-07-03,014-002-095-105-011,014-002-095-105,11,Rentals of State Properties,,OS,
2023-07-03,014-002-095-105-012,014-002-095-105,12,Rental of 31 Ridout Road,,OS,
2023-07-03,014-002-095-105-013,014-002-095-105,13,Rental of 26 Ridout Road ,,OS,
2023-07-03,014-002-095-105-014,014-002-095-105,14,Public Utilities (Amendment) Bill,,BI,
2023-07-03,014-002-095-105-015,014-002-095-105,15,"Oaths, Declarations and Notarisations (Remote Methods) Bill",,BI,
2023-07-03,014-002-095-105-016,014-002-095-105,16,Constitution of the Republic of Singapore (Amendment No 2) Bill,,BI,
2023-07-03,014-002-095-105-017,014-002-095-105,17,Rearrangement of Business,,OS,
2023-07-03,014-002-095-105-018,014-002-095-105,18,Bretton Woods Agreements (Amendment) Bill,,BP,
