Date,Sitting_CID,MP_Name,Attendance
2023-11-07,014-002-095-116,"Mr Baey Yam Keng (Tampines), Senior Parliamentary Secretary to the Minister for Sustainability and the Environment and Minister for Transport.",False
2023-11-07,014-002-095-116,Miss Cheryl Chan Wei Ling (East Coast).,False
2023-11-07,014-002-095-116,Mr Chong Kee Hiong (Bishan-Toa Payoh).,False
2023-11-07,014-002-095-116,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Finance and National Development and Leader of the House.",False
2023-11-07,014-002-095-116,"Mr S Iswaran (West Coast), Minister for Transport and Minister-in-charge of Trade Relations.",False
2023-11-07,014-002-095-116,"Ms Low Yen Ling (Chua Chu Kang), Minister of State for Culture, Community and Youth and Trade and Industry.",False
2023-11-07,014-002-095-116,Ms Mariam Jaafar (Sembawang).,False
2023-11-07,014-002-095-116,"Dr Mohamad Maliki Bin Osman (East Coast), Minister, Prime Minister's Office and Second Minister for Education and Foreign Affairs.",False
2023-11-07,014-002-095-116,Mr Mohd Fahmi Aliman (Marine Parade).,False
2023-11-07,014-002-095-116,Ms Ng Ling Ling (Ang Mo Kio).,False
2023-11-07,014-002-095-116,Ms Hany Soh (Marsiling-Yew Tee).,False
2023-11-07,014-002-095-116,"Dr Tan See Leng (Marine Parade), Minister for Manpower and Second Minister for Trade and Industry.",False
2023-11-07,014-002-095-116,"Mr Edwin Tong Chun Fai (Marine Parade), Minister for Culture, Community and Youth and Second Minister for Law.",False
2023-11-07,014-002-095-116,Mr SPEAKER (Mr Seah Kian Peng (Marine Parade)). ,True
2023-11-07,014-002-095-116,Mr Ang Wei Neng (West Coast). ,True
2023-11-07,014-002-095-116,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Education. ",True
2023-11-07,014-002-095-116,Ms Usha Chandradas (Nominated Member). ,True
2023-11-07,014-002-095-116,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport. ",True
2023-11-07,014-002-095-116,Mr Edward Chia Bing Hui (Holland-Bukit Timah). ,True
2023-11-07,014-002-095-116,Mr Desmond Choo (Tampines). ,True
2023-11-07,014-002-095-116,"Mr Eric Chua (Tanjong Pagar), Senior Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development. ",True
2023-11-07,014-002-095-116,Mr Keith Chua (Nominated Member). ,True
2023-11-07,014-002-095-116,Mr Chua Kheng Wee Louis (Sengkang). ,True
2023-11-07,014-002-095-116,Mr Darryl David (Ang Mo Kio). ,True
2023-11-07,014-002-095-116,"Mr Christopher de Souza (Holland-Bukit Timah), Deputy Speaker. ",True
2023-11-07,014-002-095-116,Ms Foo Mee Har (West Coast). ,True
2023-11-07,014-002-095-116,"Ms Grace Fu Hai Yien (Yuhua), Minister for Sustainability and the Environment. ",True
2023-11-07,014-002-095-116,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Trade and Industry. ",True
2023-11-07,014-002-095-116,"Ms Gan Siow Huang (Marymount), Minister of State for Education and Manpower. ",True
2023-11-07,014-002-095-116,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2023-11-07,014-002-095-116,Mr Gerald Giam Yean Song (Aljunied). ,True
2023-11-07,014-002-095-116,Mr Derrick Goh (Nee Soon). ,True
2023-11-07,014-002-095-116,Ms He Ting Ru (Sengkang). ,True
2023-11-07,014-002-095-116,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence. ",True
2023-11-07,014-002-095-116,"Mr Heng Swee Keat (East Coast), Deputy Prime Minister and Coordinating Minister for Economic Policies. ",True
2023-11-07,014-002-095-116,Mr Shawn Huang Wei Zhong (Jurong). ,True
2023-11-07,014-002-095-116,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2023-11-07,014-002-095-116,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
2023-11-07,014-002-095-116,"Dr Koh Poh Koon (Tampines), Senior Minister of State for Manpower and Sustainability and the Environment. ",True
2023-11-07,014-002-095-116,Mr Kwek Hian Chuan Henry (Kebun Baru). ,True
2023-11-07,014-002-095-116,"Mr Desmond Lee (West Coast), Minister for National Development, Minister-in-charge of Social Services Integration. ",True
2023-11-07,014-002-095-116,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2023-11-07,014-002-095-116,Mr Mark Lee (Nominated Member). ,True
2023-11-07,014-002-095-116,Mr Leong Mun Wai (Non-Constituency Member). ,True
2023-11-07,014-002-095-116,Mr Liang Eng Hwa (Bukit Panjang). ,True
2023-11-07,014-002-095-116,Mr Lim Biow Chuan (Mountbatten). ,True
2023-11-07,014-002-095-116,Assoc Prof Jamus Jerome Lim (Sengkang). ,True
2023-11-07,014-002-095-116,Ms Sylvia Lim (Aljunied). ,True
2023-11-07,014-002-095-116,Dr Lim Wee Kiak (Sembawang). ,True
2023-11-07,014-002-095-116,"Mr Masagos Zulkifli B M M (Tampines), Minister for Social and Family Development, Second Minister for Health and Minister-in-charge of Muslim Affairs. ",True
2023-11-07,014-002-095-116,Mr Muhamad Faisal Bin Abdul Manap (Aljunied). ,True
2023-11-07,014-002-095-116,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Minister of State for Home Affairs and National Development. ",True
2023-11-07,014-002-095-116,Mr Murali Pillai (Bukit Batok). ,True
2023-11-07,014-002-095-116,Ms Nadia Ahmad Samdin (Ang Mo Kio). ,True
2023-11-07,014-002-095-116,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence. ",True
2023-11-07,014-002-095-116,Mr Louis Ng Kok Kwang (Nee Soon). ,True
2023-11-07,014-002-095-116,Mr Ong Hua Han (Nominated Member). ,True
2023-11-07,014-002-095-116,Miss Rachel Ong (West Coast). ,True
2023-11-07,014-002-095-116,"Mr Ong Ye Kung (Sembawang), Minister for Health. ",True
2023-11-07,014-002-095-116,Mr Neil Parekh Nimil Rajnikant (Nominated Member). ,True
2023-11-07,014-002-095-116,Ms Joan Pereira (Tanjong Pagar). ,True
2023-11-07,014-002-095-116,Ms Denise Phua Lay Peng (Jalan Besar). ,True
2023-11-07,014-002-095-116,Ms Hazel Poa (Non-Constituency Member). ,True
2023-11-07,014-002-095-116,Ms Poh Li San (Sembawang). ,True
2023-11-07,014-002-095-116,"Mr Pritam Singh (Aljunied), Leader of the Opposition. ",True
2023-11-07,014-002-095-116,"Ms Rahayu Mahzam (Jurong), Senior Parliamentary Secretary to the Minister for Health and Minister for Law. ",True
2023-11-07,014-002-095-116,Assoc Prof Razwana Begum Abdul Rahim (Nominated Member). ,True
2023-11-07,014-002-095-116,Mr Saktiandi Supaat (Bishan-Toa Payoh). ,True
2023-11-07,014-002-095-116,Ms See Jinli Jean (Nominated Member). ,True
2023-11-07,014-002-095-116,"Mr K Shanmugam (Nee Soon), Minister for Home Affairs and Law. ",True
2023-11-07,014-002-095-116,Mr Sharael Taha (Pasir Ris-Punggol). ,True
