Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2017-03-02,013-001-094-037-001,013-001-094-037,1,Link between Heat-not-burn Tobacco Products and Risk to Health,,OA,
2017-03-02,013-001-094-037-002,013-001-094-037,2,Doll Found on Tracks of Dhoby Ghaut MRT Station,,OA,
2017-03-02,013-001-094-037-003,013-001-094-037,3,"Singapore's Exposure to China's One Belt, One Road Initiative",,OA,
2017-03-02,013-001-094-037-004,013-001-094-037,4,Ex-offenders Hired in Civil Service,,OA,
2017-03-02,013-001-094-037-005,013-001-094-037,5,Proceedings on Estimates of Expenditure for FY2017/2018,,OS,
2017-03-02,013-001-094-037-006,013-001-094-037,6,Debate on Annual Budget Statement,,OS,
2017-03-02,013-001-094-037-007,013-001-094-037,7,Commencement Time of Committee of Supply,Announcement by Mdm Speaker,OS,
2017-03-02,013-001-094-037-008,013-001-094-037,8,Estimates of Expenditure for the Financial Year 1 April 2017 to 31 March 2018,Committee of Supply − Paper Cmd 8 of 2017,OS,
2017-03-02,013-001-094-037-009,013-001-094-037,9,Committee of Supply − Head U (Prime Minister's Office),,OS,
2017-03-02,013-001-094-037-010,013-001-094-037,10,Committee of Supply − Head N (Ministry of Foreign Affairs),,OS,
2017-03-02,013-001-094-037-011,013-001-094-037,11,Committee of Supply Reporting Progress,,OS,
2017-03-02,013-001-094-037-012,013-001-094-037,12,Adjournment,,OS,
2017-03-02,013-001-094-037-013,013-001-094-037,13,"Breakdown of Online Drug Peddling Offenders by Gender, Ethnicity and Family Income from 2014",,WA,
2017-03-02,013-001-094-037-014,013-001-094-037,14,Composition of SG Enable Management Team,,WA,
2017-03-02,013-001-094-037-015,013-001-094-037,15,Number of Qualified Arborists in Singapore,,WA,
