Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2012-09-11,012-001-089-007-001,012-001-089-007,1,Support for Frail Elderly and their Care-givers,Update on plan to build Integrated Day Facilities,OA,
2012-09-11,012-001-089-007-002,012-001-089-007,2,Plans of New Ministry of Social and Family Development,,OA,
2012-09-11,012-001-089-007-003,012-001-089-007,3,Support for Employment of Disabled Persons,Review of Open Door Fund,OA,
2012-09-11,012-001-089-007-004,012-001-089-007,4,Government Risk-sharing Programmes for SMEs,,OA,
2012-09-11,012-001-089-007-005,012-001-089-007,5,Return of Used Utensils at Food Centres,,OA,
2012-09-11,012-001-089-007-006,012-001-089-007,6,Ensuring Educational Institutions Manage Resources Well,,OA,
2012-09-11,012-001-089-007-007,012-001-089-007,7,University Rankings,,OA,
2012-09-11,012-001-089-007-008,012-001-089-007,8,Improvements to Productivity and Workers' Salaries,,OA,
2012-09-11,012-001-089-007-009,012-001-089-007,9,Work Permits and S Passes Issued in Last Six Months,,OA,
2012-09-11,012-001-089-007-010,012-001-089-007,10,"Update on Review of Design, Build and Sell Scheme (DBSS)",,OA,
2012-09-11,012-001-089-007-011,012-001-089-007,11,Measures to Minimise Construction Noise,,OA,
2012-09-11,012-001-089-007-012,012-001-089-007,12,Update on Singapore's Free Trade Agreement Negotiations,FTA negotiations and reviews with EU and India,OA,
2012-09-11,012-001-089-007-013,012-001-089-007,13,Breach of Rules for Outdoor Rallies in Elections between 2001 and 2012,,OA,
2012-09-11,012-001-089-007-014,012-001-089-007,14,Use of Space at HDB Lift Lobbies,,OA,
2012-09-11,012-001-089-007-015,012-001-089-007,15,Public Transport Subsidy for Each Singaporean,,OA,
2012-09-11,012-001-089-007-016,012-001-089-007,16,Employment of Foreign Manpower (Amendment) Bill,,BP,
2012-09-11,012-001-089-007-017,012-001-089-007,17,Adjournment,,OS,
2012-09-11,012-001-089-007-018,012-001-089-007,18,"Impact of Increased Varsity Places on Job Market, Value of Singapore Degrees and Median Salaries",,WANA,1
2012-09-11,012-001-089-007-019,012-001-089-007,19,Disputes among Neighbours in HDB Estates,HDB's mediation role in these disputes,WANA,2
2012-09-11,012-001-089-007-020,012-001-089-007,20,Preventing Employment Discrimination against Disabled Persons,,WANA,1
2012-09-11,012-001-089-007-021,012-001-089-007,21,Legislation to Protect Whistleblowers,,WANA,1
2012-09-11,012-001-089-007-022,012-001-089-007,22,Use of Land along Former Railway Route,,WANA,1
2012-09-11,012-001-089-007-023,012-001-089-007,23,Disbursement of Community Integration Fund (CIF),,WANA,1
2012-09-11,012-001-089-007-024,012-001-089-007,24,Merging Oversight of Childcare and Pre-school Education Matters into One Ministry,,WANA,1
2012-09-11,012-001-089-007-025,012-001-089-007,25,Grading of Private Security Officers,,WA,1
2012-09-11,012-001-089-007-026,012-001-089-007,26,Extension of Consultation Period for Voluntary Sterilization Act,,WA,1
