Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2013-03-06,012-001-090-009-001,012-001-090-009,1,Time Allocation for Committee of Supply,Announcement by Mdm Speaker,OS,
2013-03-06,012-001-090-009-002,012-001-090-009,2,Engaging Singaporeans on Population Issues,Continuing the discussion after debate on Population White Paper,OA,
2013-03-06,012-001-090-009-003,012-001-090-009,3,Emergency Response to Recent Newton MRT Station Fire,,OA,
2013-03-06,012-001-090-009-004,012-001-090-009,4,Wages as a Share of Economic Growth and Companies' Profits,,OA,
2013-03-06,012-001-090-009-005,012-001-090-009,5,Debate on Annual Budget Statement,,OS,
2013-03-06,012-001-090-009-006,012-001-090-009,6,Extension of a Sitting,In Parliament,OS,
2013-03-06,012-001-090-009-007,012-001-090-009,7,Debate on Annual Budget Statement,,OS,
2013-03-06,012-001-090-009-008,012-001-090-009,8,Adjournment of Debate,,OS,
2013-03-06,012-001-090-009-009,012-001-090-009,9,Adjournment,,OS,
2013-03-06,012-001-090-009-010,012-001-090-009,10,Public Transport Operators' Annual Share of Advertising Licensing Fees from Bus Stop Billboards,,WA,1
