Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2019-02-13,013-002-094-091-001,013-002-094-091,1,Cancellation of Art Stage Singapore Shortly before Opening,,OA,
2019-02-13,013-002-094-091-002,013-002-094-091,2,ASEAN Members' Efforts at Recent Meeting to Address Challenges in Repatriating Refugees from Rakhine State,,OA,
2019-02-13,013-002-094-091-003,013-002-094-091,3,Proposal for Licensing Requirement for Pet Boarding Business,,OA,
2019-02-13,013-002-094-091-004,013-002-094-091,4,Ensuring Accuracy of Species Declarations for Shark’s Fin Shipments,,OA,
2019-02-13,013-002-094-091-005,013-002-094-091,5,Average Sale Price for Land Sold to Private Developers and HDB,,OA,
2019-02-13,013-002-094-091-006,013-002-094-091,6,Threat Level for Public Transport Facilities in Singapore,Assessment in light of latest Terrorism Threat Assessment Report,OA,
2019-02-13,013-002-094-091-007,013-002-094-091,7,Projected Share of Operating Costs for Thomson-East Coast MRT Line to be Covered by Fare Revenues Versus Government Subsidies,,OA,
2019-02-13,013-002-094-091-008,013-002-094-091,8,Minimising Risks when SGX-listed Companies Experience Sudden Deterioration in Financial Viability,,OA,
2019-02-13,013-002-094-091-009,013-002-094-091,9,Ageing with Purpose; Support for Care-givers,Motion,OS,
2019-02-13,013-002-094-091-010,013-002-094-091,10,Extension a Sitting ,Business motion,OS,
2019-02-13,013-002-094-091-011,013-002-094-091,11,Ageing with Purpose; Support for Care-givers,Motion,OS,
2019-02-13,013-002-094-091-012,013-002-094-091,12,Adjournment,,OS,
2019-02-13,013-002-094-091-013,013-002-094-091,13,Measures to Address Constituencies with Declining Population Size and Age,,WA,
2019-02-13,013-002-094-091-014,013-002-094-091,14,Personal Data Information Lapse Incidents Reported and Disclosed to Public,,WA,
