Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-02-04,013-002-094-117-001,013-002-094-117,1,Measures to Prevent Unauthorised Entry into Singapore as Piracies Spike in Singapore Straits,,OA,
2020-02-04,013-002-094-117-002,013-002-094-117,2,Take-up Rate for Adults Following Launch of National Adult Immunisation Schedule,,OA,
2020-02-04,013-002-094-117-003,013-002-094-117,3,Written Contracts for Workers Covered under Employment of Foreign Manpower Act,,OA,
2020-02-04,013-002-094-117-004,013-002-094-117,4,Catalyst Role for Singapore in Addressing Climate Change Issues,,OA,
2020-02-04,013-002-094-117-005,013-002-094-117,5,Assessment of Climate Risk in Monetary Authority of Singapore’s Annual Industry-Wide Stress Test,,OA,
2020-02-04,013-002-094-117-006,013-002-094-117,6,Public Service's Response to TAFEP Guideline on Mental Health Declaration,,OA,
2020-02-04,013-002-094-117-007,013-002-094-117,7,Government Strategy for Growing Economy and Good Jobs without Over-reliance on Foreign Manpower,,OA,
2020-02-04,013-002-094-117-008,013-002-094-117,8,Personal Data Disclosure in the Case of Ms Sua Li Li,,OA,
2020-02-04,013-002-094-117-009,013-002-094-117,9,Consular Support for Singaporeans Arrested or Charged with Offences in Foreign Countries,,OA,
2020-02-04,013-002-094-117-010,013-002-094-117,10,Trend of Singaporeans being Declared Bankrupt and Average Time to Exit Bankruptcy,,OA,
2020-02-04,013-002-094-117-011,013-002-094-117,11,Analysis that Supported Development of SecureMyBike Project in Admiralty that was Eventually Discontinued,,OA,
2020-02-04,013-002-094-117-012,013-002-094-117,12,Building Control (Amendment) Bill,,BI,
2020-02-04,013-002-094-117-013,013-002-094-117,13,Singapore Convention on Mediation Bill,,BP,
2020-02-04,013-002-094-117-014,013-002-094-117,14,Active Mobility (Amendment) Bill,,BP,
2020-02-04,013-002-094-117-015,013-002-094-117,15,Shared Mobility Enterprises (Control and Licensing) Bill,,BP,
2020-02-04,013-002-094-117-016,013-002-094-117,16,Adjournment,,OS,
2020-02-04,013-002-094-117-017,013-002-094-117,17,Imposing Legal Obligations on Food Delivery Companies to Ensure their Drivers Comply with Active Mobility and Road Traffic Regulations,,WANA,
2020-02-04,013-002-094-117-018,013-002-094-117,18,Priority for BTO Flats in Mature Estates for First-time Applicants whose Parents or In-laws Live in the Estate,,WANA,
2020-02-04,013-002-094-117-019,013-002-094-117,19,Demolition of Kallang Squash Centre and Impact on Availability of Venue for Hosting International Squash Tournaments and Training for Elite Players,,WANA,
2020-02-04,013-002-094-117-020,013-002-094-117,20,Breakdown of Number of Families Consisting of Singaporean Citizens Married to Non-resident Spouses with Citizen and Non-resident Children,,WA,
2020-02-04,013-002-094-117-021,013-002-094-117,21,Government Expenditure on Singapore Bicentennial Activities and Outcomes Achieved,,WA,
2020-02-04,013-002-094-117-022,013-002-094-117,22,"Changes in Protocol for SPF, SCDF and IMH Following Decriminalisation of Attempted Suicide in Singapore",,WA,
2020-02-04,013-002-094-117-023,013-002-094-117,23,Publishing Absolute and Percentage Change in Total Carbon Emissions for Facilities that Paid Carbon Tax to Provide Clarity on Emission Impact of Carbon Tax,,WA,
2020-02-04,013-002-094-117-024,013-002-094-117,24,Plans to Study Effectiveness of Pilot Household Services Scheme,,WA,
2020-02-04,013-002-094-117-025,013-002-094-117,25,Number of Cases of Employment-related Disputes Not Covered Under Employment Act and Outcomes of These Cases,,WA,
2020-02-04,013-002-094-117-026,013-002-094-117,26,Review Requirement for Singaporean Staff of Companies Tendering for Government Contract to be Members of Trade Unions,,WA,
