Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2018-03-21,013-001-094-071-001,013-001-094-071,1,Appeals for Exemption from Studying Mother Tongue Language,,OA,
2018-03-21,013-001-094-071-002,013-001-094-071,2,Measures to Attract Legal Talent to Singapore Judiciary,,OA,
2018-03-21,013-001-094-071-003,013-001-094-071,3,Public Order and Safety (Special Powers) Bill,,BP,
2018-03-21,013-001-094-071-004,013-001-094-071,4,Time Limit for Minister's Speech,Suspension of Standing Orders,OS,
2018-03-21,013-001-094-071-005,013-001-094-071,5,Public Order and Safety (Special Powers) Bill,,BP,
2018-03-21,013-001-094-071-006,013-001-094-071,6,Films (Amendment) Bill,,BP,
2018-03-21,013-001-094-071-007,013-001-094-071,7,Adjournment,,OS,
2018-03-21,013-001-094-071-008,013-001-094-071,8,Smoking and Alcohol Consumption by Spectators and Players in the Vicinity of Sports Stadiums,,WA,
