Date,Sitting_CID,MP_Name,Attendance
2017-07-03,013-001-094-047,Dr Chia Shi-Lu (Tanjong Pagar).,False
2017-07-03,013-001-094-047,Assoc Prof Fatimah Lateef (Marine Parade).,False
2017-07-03,013-001-094-047,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence.",False
2017-07-03,013-001-094-047,"Mrs Josephine Teo (Bishan-Toa Payoh), Minister, Prime Minister's Office and Second Minister for Foreign Affairs and Manpower.",False
2017-07-03,013-001-094-047,Mdm SPEAKER (Mdm Halimah Yacob (Marsiling-Yew Tee)). ,True
2017-07-03,013-001-094-047,"Mr Amrin Amin (Sembawang), Parliamentary Secretary to the Minister for Health and Home Affairs. ",True
2017-07-03,013-001-094-047,Mr Ang Hin Kee (Ang Mo Kio). ,True
2017-07-03,013-001-094-047,Mr Ang Wei Neng (Jurong). ,True
2017-07-03,013-001-094-047,Mr Azmoon Ahmad (Nominated Member). ,True
2017-07-03,013-001-094-047,"Mr Baey Yam Keng (Tampines), Parliamentary Secretary to the Minister for Culture, Community and Youth. ",True
2017-07-03,013-001-094-047,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office and Government Whip. ",True
2017-07-03,013-001-094-047,Miss Cheryl Chan Wei Ling (Fengshan). ,True
2017-07-03,013-001-094-047,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Communications and Information and Health. ",True
2017-07-03,013-001-094-047,Mr Chen Show Mao (Aljunied). ,True
2017-07-03,013-001-094-047,Miss Cheng Li Hui (Tampines). ,True
2017-07-03,013-001-094-047,Ms Chia Yong Yong (Nominated Member). ,True
2017-07-03,013-001-094-047,"Mr Charles Chong (Punggol East), Deputy Speaker. ",True
2017-07-03,013-001-094-047,Mr Chong Kee Hiong (Bishan-Toa Payoh). ,True
2017-07-03,013-001-094-047,Mr Desmond Choo (Tampines). ,True
2017-07-03,013-001-094-047,Mr Thomas Chua Kee Seng (Nominated Member). ,True
2017-07-03,013-001-094-047,Mr Darryl David (Ang Mo Kio). ,True
2017-07-03,013-001-094-047,Mr Christopher de Souza (Holland-Bukit Timah). ,True
2017-07-03,013-001-094-047,Mr Cedric Foo Chee Keng (Pioneer). ,True
2017-07-03,013-001-094-047,Ms Foo Mee Har (West Coast). ,True
2017-07-03,013-001-094-047,"Ms Grace Fu Hai Yien (Yuhua), Minister for Culture, Community and Youth and Leader of the House. ",True
2017-07-03,013-001-094-047,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health. ",True
2017-07-03,013-001-094-047,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2017-07-03,013-001-094-047,Mr Ganesh Rajaram (Nominated Member). ,True
2017-07-03,013-001-094-047,Mr Goh Chok Tong (Marine Parade). ,True
2017-07-03,013-001-094-047,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member). ,True
2017-07-03,013-001-094-047,"Mr Heng Chee How (Jalan Besar), Senior Minister of State, Prime Minister's Office. ",True
2017-07-03,013-001-094-047,"Mr Heng Swee Keat (Tampines), Minister for Finance. ",True
2017-07-03,013-001-094-047,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Finance and Law. ",True
2017-07-03,013-001-094-047,Dr Intan Azura Mokhtar (Ang Mo Kio). ,True
2017-07-03,013-001-094-047,"Mr S Iswaran (West Coast), Minister for Trade and Industry (Industry). ",True
2017-07-03,013-001-094-047,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Education. ",True
2017-07-03,013-001-094-047,"Mr Khaw Boon Wan (Sembawang), Coordinating Minister for Infrastructure and Minister for Transport. ",True
2017-07-03,013-001-094-047,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and the Environment and Water Resources. ",True
2017-07-03,013-001-094-047,"Dr Koh Poh Koon (Ang Mo Kio), Senior Minister of State for National Development and Trade and Industry. ",True
2017-07-03,013-001-094-047,Mr Kok Heng Leun (Nominated Member). ,True
2017-07-03,013-001-094-047,Ms Kuik Shiao-Yin (Nominated Member). ,True
2017-07-03,013-001-094-047,Mr Kwek Hian Chuan Henry (Nee Soon). ,True
2017-07-03,013-001-094-047,"Dr Lam Pin Min (Sengkang West), Senior Minister of State for Health and Transport. ",True
2017-07-03,013-001-094-047,Er Dr Lee Bee Wah (Nee Soon). ,True
2017-07-03,013-001-094-047,"Mr Desmond Lee (Jurong), Minister, Prime Minister's Office, Second Minister for Home Affairs and National Development and Deputy Leader of the House. ",True
2017-07-03,013-001-094-047,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister. ",True
2017-07-03,013-001-094-047,Mr Lee Yi Shyan (East Coast). ,True
2017-07-03,013-001-094-047,Mr Liang Eng Hwa (Holland-Bukit Timah). ,True
2017-07-03,013-001-094-047,"Mr Lim Biow Chuan (Mountbatten), Deputy Speaker. ",True
2017-07-03,013-001-094-047,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry (Trade). ",True
