Date,Sitting_CID,MP_Name,Attendance
2019-05-07,013-002-094-104,Mr SPEAKER (Mr Tan Chuan-Jin (Marine Parade)).,True
2019-05-07,013-002-094-104,"Mr Amrin Amin (Sembawang), Senior Parliamentary Secretary to the Ministers for Health and Home Affairs.",True
2019-05-07,013-002-094-104,Mr Ang Hin Kee (Ang Mo Kio).,True
2019-05-07,013-002-094-104,Mr Ang Wei Neng (Jurong).,True
2019-05-07,013-002-094-104,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Trade and Industry and Government Whip.",True
2019-05-07,013-002-094-104,Miss Cheryl Chan Wei Ling (Fengshan).,True
2019-05-07,013-002-094-104,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Education and Trade and Industry.",True
2019-05-07,013-002-094-104,Mr Chen Show Mao (Aljunied).,True
2019-05-07,013-002-094-104,Miss Cheng Li Hui (Tampines).,True
2019-05-07,013-002-094-104,Dr Chia Shi-Lu (Tanjong Pagar).,True
2019-05-07,013-002-094-104,"Mr Charles Chong (Punggol East), Deputy Speaker.",True
2019-05-07,013-002-094-104,Mr Chong Kee Hiong (Bishan-Toa Payoh).,True
2019-05-07,013-002-094-104,Mr Desmond Choo (Tampines).,True
2019-05-07,013-002-094-104,Mr Darryl David (Ang Mo Kio).,True
2019-05-07,013-002-094-104,Mr Christopher de Souza (Holland-Bukit Timah).,True
2019-05-07,013-002-094-104,Mr Arasu Duraisamy (Nominated Member).,True
2019-05-07,013-002-094-104,Mr Cedric Foo Chee Keng (Pioneer).,True
2019-05-07,013-002-094-104,Ms Foo Mee Har (West Coast).,True
2019-05-07,013-002-094-104,"Ms Grace Fu Hai Yien (Yuhua), Minister for Culture, Community and Youth and Leader of the House.",True
2019-05-07,013-002-094-104,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health.",True
2019-05-07,013-002-094-104,Mr Gan Thiam Poh (Ang Mo Kio).,True
2019-05-07,013-002-094-104,Mr Goh Chok Tong (Marine Parade).,True
2019-05-07,013-002-094-104,Assoc Prof Daniel Goh Pei Siong (Non-Constituency Member).,True
2019-05-07,013-002-094-104,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence.",True
2019-05-07,013-002-094-104,Mr Terence Ho Wee San (Nominated Member).,True
2019-05-07,013-002-094-104,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Education and Finance.",True
2019-05-07,013-002-094-104,Dr Intan Azura Mokhtar (Ang Mo Kio).,True
2019-05-07,013-002-094-104,"Mr S Iswaran (West Coast), Minister for Communications and Information and Minister-in-charge of Trade Relations.",True
2019-05-07,013-002-094-104,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Transport.",True
2019-05-07,013-002-094-104,"Mr Khaw Boon Wan (Sembawang), Coordinating Minister for Infrastructure and Minister for Transport.",True
2019-05-07,013-002-094-104,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for the Environment and Water Resources and Health.",True
2019-05-07,013-002-094-104,"Dr Koh Poh Koon (Ang Mo Kio), Senior Minister of State for Trade and Industry.",True
2019-05-07,013-002-094-104,Mr Kwek Hian Chuan Henry (Nee Soon).,True
2019-05-07,013-002-094-104,"Dr Lam Pin Min (Sengkang West), Senior Minister of State for Health and Transport.",True
2019-05-07,013-002-094-104,Er Dr Lee Bee Wah (Nee Soon).,True
2019-05-07,013-002-094-104,"Mr Desmond Lee (Jurong), Minister for Social and Family Development and Second Minister for National Development and Deputy Leader of the House.",True
2019-05-07,013-002-094-104,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister.",True
2019-05-07,013-002-094-104,Mr Lee Yi Shyan (East Coast).,True
