Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2018-03-01,013-001-094-063-001,013-001-094-063,1,Review Polytechnic Courses to Ensure They Stay Relevant to Industry Needs,,OA,
2018-03-01,013-001-094-063-002,013-001-094-063,2,Deepening Students' Understanding of ASEAN,,OA,
2018-03-01,013-001-094-063-003,013-001-094-063,3,Proposal for Association for Intermediate and Long-term Care Institutions,,OA,
2018-03-01,013-001-094-063-004,013-001-094-063,4,Top Five Industries where Freelancers Venture Into,,OA,
2018-03-01,013-001-094-063-005,013-001-094-063,5,Profile of Those who Seek Help at from Service Agents at MRT Stations,,OA,
2018-03-01,013-001-094-063-006,013-001-094-063,6,Bicycle Ownership Trends,,OA,
2018-03-01,013-001-094-063-007,013-001-094-063,7,Debate on Annual Budget Statement,,OS,
2018-03-01,013-001-094-063-008,013-001-094-063,8,Estimates of Expenditure for the Financial Year 1 April 2018 to 31 March 2019,Committee of Supply – Paper Cmd 13 of 2018,OS,
2018-03-01,013-001-094-063-009,013-001-094-063,9,Committee of Supply – Head U (Prime Minister's Office),,OS,
2018-03-01,013-001-094-063-010,013-001-094-063,10,Committee of Supply – Head N (Ministry of Foreign Affairs),,OS,
2018-03-01,013-001-094-063-011,013-001-094-063,11,Committee of Supply Reporting Progress,,OS,
2018-03-01,013-001-094-063-012,013-001-094-063,12,Adjournment,,OS,
2018-03-01,013-001-094-063-013,013-001-094-063,13,Opening of New Primary and Secondary Schools in Punggol Central and Punggol Way,,WA,
