Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-08-24,014-001-095-001-001,014-001-095-001,1,Opening of Parliament at Two Locations,,OS,
2020-08-24,014-001-095-001-002,014-001-095-001,2,Election of Speaker,,OS,
2020-08-24,014-001-095-001-003,014-001-095-001,3,Administration of Oaths,,OS,
2020-08-24,014-001-095-001-004,014-001-095-001,4,Election of Speaker,Tribute,OS,
2020-08-24,014-001-095-001-005,014-001-095-001,5,President's Address,Securing Our Future in a Different World,OS,
2020-08-24,014-001-095-001-006,014-001-095-001,6,Ministry of Communications and Information,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-007,014-001-095-001,7,"Ministry of Culture, Community and Youth",Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-008,014-001-095-001,8,Ministry of Defence,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-009,014-001-095-001,9,Ministry of Education,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-010,014-001-095-001,10,Ministry of Finance,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-011,014-001-095-001,11,Ministry of Foreign Affairs,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-012,014-001-095-001,12,Ministry of Health,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-013,014-001-095-001,13,Ministry of Home Affairs,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-014,014-001-095-001,14,Ministry of Law,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-015,014-001-095-001,15,Ministry of Manpower,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-016,014-001-095-001,16,Ministry of National Development,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-017,014-001-095-001,17,Ministry of Social and Family Development,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-018,014-001-095-001,18,Ministry of Sustainability and the Environment,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-019,014-001-095-001,19,Ministry of Trade and Industry,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-020,014-001-095-001,20,Ministry of Transport,Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-021,014-001-095-001,21,Prime Minister's Office (Monetary Authority of Singapore),Addendum to the President’s Address,OS,
2020-08-24,014-001-095-001-022,014-001-095-001,22, Prime Minister’s Office (National Research Foundation),Addendum to the President’s Address,OS,
2020-08-24,014-001-095-001-023,014-001-095-001,23,Prime Minister's Office (National Security Coordination Secretariat),Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-024,014-001-095-001,24,Prime Minister's Office (Public Service Division)(Science & Technology Policy & Plans Office),Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-025,014-001-095-001,25,Prime Minister's Office (Smart Nation and Digital Government Group),Addendum to the President's Address,OS,
2020-08-24,014-001-095-001-026,014-001-095-001,26,Prime Minister's Office (Strategy Group),,OS,
