Date,Sitting_CID,MP_Name,Attendance
2016-04-08,013-001-094-015,Mdm SPEAKER (Mdm Halimah Yacob (Marsiling-Yew Tee)).,True
2016-04-08,013-001-094-015,"Mr Amrin Amin (Sembawang), Parliamentary Secretary to the Minister for Home Affairs.",True
2016-04-08,013-001-094-015,Mr Ang Hin Kee (Ang Mo Kio).,True
2016-04-08,013-001-094-015,Mr Ang Wei Neng (Jurong).,True
2016-04-08,013-001-094-015,Mr Azmoon Ahmad (Nominated Member).,True
2016-04-08,013-001-094-015,"Mr Baey Yam Keng (Tampines), Parliamentary Secretary to the Minister for Culture, Community and Youth.",True
2016-04-08,013-001-094-015,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office and Government Whip.",True
2016-04-08,013-001-094-015,Miss Cheryl Chan Wei Ling (Fengshan).,True
2016-04-08,013-001-094-015,"Mr Chee Hong Tat (Bishan-Toa Payoh), Minister of State for Communications and Information and Health.",True
2016-04-08,013-001-094-015,Mr Chen Show Mao (Aljunied).,True
2016-04-08,013-001-094-015,Miss Cheng Li Hui (Tampines).,True
2016-04-08,013-001-094-015,Dr Chia Shi-Lu (Tanjong Pagar).,True
2016-04-08,013-001-094-015,Ms Chia Yong Yong (Nominated Member).,True
2016-04-08,013-001-094-015,"Mr Charles Chong (Punggol East), Deputy Speaker.",True
2016-04-08,013-001-094-015,Mr Chong Kee Hiong (Bishan-Toa Payoh).,True
2016-04-08,013-001-094-015,Mr Desmond Choo (Tampines).,True
2016-04-08,013-001-094-015,Mr Thomas Chua Kee Seng (Nominated Member).,True
2016-04-08,013-001-094-015,Mr Darryl David (Ang Mo Kio).,True
2016-04-08,013-001-094-015,Mr Christopher de Souza (Holland-Bukit Timah).,True
2016-04-08,013-001-094-015,Assoc Prof Fatimah Lateef (Marine Parade).,True
2016-04-08,013-001-094-015,Mr Cedric Foo Chee Keng (Pioneer).,True
2016-04-08,013-001-094-015,Ms Foo Mee Har (West Coast).,True
