Date,Sitting_CID,MP_Name,Attendance
2021-08-03,014-001-095-036,Mr SPEAKER (Mr Tan Chuan-Jin (Marine Parade)).,False
2021-08-03,014-001-095-036,Mr Cheng Hsing Yao (Nominated Member).,False
2021-08-03,014-001-095-036,"Mr Eric Chua (Tanjong Pagar), Parliamentary Secretary to the Ministers for Culture, Community and Youth and Social and Family Development.",False
2021-08-03,014-001-095-036,Mr Darryl David (Ang Mo Kio).,False
2021-08-03,014-001-095-036,"Ms Gan Siow Huang (Marymount), Minister of State for Education and Manpower.",False
2021-08-03,014-001-095-036,Prof Koh Lian Pin (Nominated Member).,False
2021-08-03,014-001-095-036,Dr Tan Wu Meng (Jurong).,False
2021-08-03,014-001-095-036,"Mr Edwin Tong Chun Fai (Marine Parade), Minister for Culture, Community and Youth and Second Minister for Law.",False
2021-08-03,014-001-095-036,Mr Don Wee (Chua Chu Kang).,False
2021-08-03,014-001-095-036,Mr Abdul Samad (Nominated Member). ,True
2021-08-03,014-001-095-036,Ms Janet Ang (Nominated Member). ,True
2021-08-03,014-001-095-036,Mr Ang Wei Neng (West Coast). ,True
2021-08-03,014-001-095-036,"Mr Baey Yam Keng (Tampines), Senior Parliamentary Secretary to the Minister for Transport. ",True
2021-08-03,014-001-095-036,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Education. ",True
2021-08-03,014-001-095-036,Miss Cheryl Chan Wei Ling (East Coast). ,True
2021-08-03,014-001-095-036,Mr Mark Chay (Nominated Member). ,True
2021-08-03,014-001-095-036,"Mr Chee Hong Tat (Bishan-Toa Payoh), Senior Minister of State for Transport. ",True
2021-08-03,014-001-095-036,Miss Cheng Li Hui (Tampines). ,True
2021-08-03,014-001-095-036,Mr Edward Chia Bing Hui (Holland-Bukit Timah). ,True
2021-08-03,014-001-095-036,Mr Chong Kee Hiong (Bishan-Toa Payoh). ,True
2021-08-03,014-001-095-036,Mr Desmond Choo (Tampines). ,True
2021-08-03,014-001-095-036,Mr Chua Kheng Wee Louis (Sengkang). ,True
2021-08-03,014-001-095-036,"Mr Christopher de Souza (Holland-Bukit Timah), Deputy Speaker. ",True
2021-08-03,014-001-095-036,Ms Foo Mee Har (West Coast). ,True
2021-08-03,014-001-095-036,"Ms Grace Fu Hai Yien (Yuhua), Minister for Sustainability and the Environment. ",True
2021-08-03,014-001-095-036,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Trade and Industry. ",True
2021-08-03,014-001-095-036,Mr Gan Thiam Poh (Ang Mo Kio). ,True
2021-08-03,014-001-095-036,Mr Gerald Giam Yean Song (Aljunied). ,True
2021-08-03,014-001-095-036,Mr Derrick Goh (Nee Soon). ,True
2021-08-03,014-001-095-036,Ms He Ting Ru (Sengkang). ,True
2021-08-03,014-001-095-036,"Mr Heng Chee How (Jalan Besar), Senior Minister of State for Defence. ",True
2021-08-03,014-001-095-036,"Mr Heng Swee Keat (East Coast), Deputy Prime Minister and Coordinating Minister for Economic Policies. ",True
2021-08-03,014-001-095-036,Prof Hoon Hian Teck (Nominated Member). ,True
2021-08-03,014-001-095-036,Mr Shawn Huang Wei Zhong (Jurong). ,True
2021-08-03,014-001-095-036,"Ms Indranee Rajah (Tanjong Pagar), Minister, Prime Minister's Office and Second Minister for Finance and National Development and Leader of the House. ",True
2021-08-03,014-001-095-036,"Mr S Iswaran (West Coast), Minister for Transport and Minister-in-charge of Trade Relations. ",True
2021-08-03,014-001-095-036,"Dr Janil Puthucheary (Pasir Ris-Punggol), Senior Minister of State for Communications and Information and Health and Government Whip. ",True
2021-08-03,014-001-095-036,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Sustainability and the Environment and Transport. ",True
