Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2013-02-07,012-001-090-005-001,012-001-090-005,1,Services and Facilities for the Disabled,,OA,
2013-02-07,012-001-090-005-002,012-001-090-005,2,Revising Limits for Home Ownership Plus Education (HOPE) Scheme,,OA,
2013-02-07,012-001-090-005-003,012-001-090-005,3,Initiatives and Resources for Community Engagement Masterplan,,OA,
2013-02-07,012-001-090-005-004,012-001-090-005,4,MediShield Coverage for Congenital Illness for Persons Diagnosed before March 2013,,OA,
2013-02-07,012-001-090-005-005,012-001-090-005,5,Elderly-friendly Road Safety Features,,OA,
2013-02-07,012-001-090-005-006,012-001-090-005,6,Visitorship at Museums,,OA,
2013-02-07,012-001-090-005-007,012-001-090-005,7,A Sustainable Population for A Dynamic Singapore,Motion,OS,
2013-02-07,012-001-090-005-008,012-001-090-005,8,Time Limit for Minister Tan Chuan-Jin's Speech,Suspension of Standing Orders,OS,
2013-02-07,012-001-090-005-009,012-001-090-005,9,A Sustainable Population for A Dynamic Singapore,,OS,
2013-02-07,012-001-090-005-010,012-001-090-005,10,Extension of a Sitting,In Parliament,OS,
2013-02-07,012-001-090-005-011,012-001-090-005,11,A Sustainable Population for A Dynamic Singapore,,OS,
2013-02-07,012-001-090-005-012,012-001-090-005,12,Adjournment of Debate,,OS,
2013-02-07,012-001-090-005-013,012-001-090-005,13,Adjournment,,OS,
2013-02-07,012-001-090-005-014,012-001-090-005,14,Installation of Lightings at Walkway Bridge Across Kallang River Connecting St Andrews Village and Potong Pasir,,WA,
2013-02-07,012-001-090-005-015,012-001-090-005,15,Schools Offering and Annual Cohorts Taking Full Literature at 'O' And 'N(A)' Levels,,WA,
