Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2018-03-06,013-001-094-066-001,013-001-094-066,1,Suspension of Standing Order 91,,OS,
2018-03-06,013-001-094-066-002,013-001-094-066,2,Statement from Leader of the House,GST Announcement,OS,
2018-03-06,013-001-094-066-003,013-001-094-066,3,Estimates of Expenditure for the Financial Year 1 April 2018 to 31 March 2019,Committee of Supply – Paper Cmd 13 of 2018,OS,
2018-03-06,013-001-094-066-004,013-001-094-066,4,Committee of Supply – Head Q (Ministry of Communications and Information),,OS,
2018-03-06,013-001-094-066-005,013-001-094-066,5,Committee of Supply – Head M (Ministry of Finance),,OS,
2018-03-06,013-001-094-066-006,013-001-094-066,6,Committee of Supply – Head L (Ministry of Environment and Water Resources),,OS,
2018-03-06,013-001-094-066-007,013-001-094-066,7,Committee of Supply – Head T (Ministry of National Development),,OS,
2018-03-06,013-001-094-066-008,013-001-094-066,8,Committee of Supply – Head W (Ministry of Transport),,OS,
2018-03-06,013-001-094-066-009,013-001-094-066,9,Committee of Supply Reporting Progress,,OS,
2018-03-06,013-001-094-066-010,013-001-094-066,10,Adjournment,,OS,
