Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2021-02-26,014-001-095-021-001,014-001-095-021,1,Environmental Impact Study for Sungei Kadut Eco-district,Initial update on clearing of forested area at Kranji site,OA,
2021-02-26,014-001-095-021-002,014-001-095-021,2,Environmental Impact Assessments for Industrial Developments,,OA,
2021-02-26,014-001-095-021-003,014-001-095-021,3,Debate on Annual Budget Statement,,OS,
2021-02-26,014-001-095-021-004,014-001-095-021,4,Commencement Time of Committee of Supply,Announcement by Mr Speaker,OS,
2021-02-26,014-001-095-021-005,014-001-095-021,5,Estimates of Expenditure for the Financial Year 1 April 2021 to 31 March 2022,Committee of Supply - Paper Cmd 5 of 2021,OS,
2021-02-26,014-001-095-021-006,014-001-095-021,6,Committee of Supply – Head U (Prime Minister's Office),Good governance,OS,
2021-02-26,014-001-095-021-007,014-001-095-021,7,Committee of Supply – Head M (Ministry of Finance),Good governance,OS,
2021-02-26,014-001-095-021-008,014-001-095-021,8,Committee of Supply Reporting Progress,,OS,
2021-02-26,014-001-095-021-009,014-001-095-021,9,Adjournment,,OS,
2021-02-26,014-001-095-021-010,014-001-095-021,10,Reasons for Government's Requests to Facebook for Information on Accounts in 2020,,WANA,
2021-02-26,014-001-095-021-011,014-001-095-021,11,Education for Singapore-based Businesses Venturing Overseas on Doing Business in Countries Facing Economic Sanctions,,WANA,
2021-02-26,014-001-095-021-012,014-001-095-021,12,Number of Male Pre-school Teachers,,WANA,
2021-02-26,014-001-095-021-013,014-001-095-021,13,Application for Waiver of Resale Levy by Seniors and Single Parents with Dependants,,WANA,
2021-02-26,014-001-095-021-014,014-001-095-021,14,Access to Government Documents in National Archives,,WANA,
2021-02-26,014-001-095-021-015,014-001-095-021,15,Making Public Consultations Conducted by REACH,,WANA,
2021-02-26,014-001-095-021-016,014-001-095-021,16,Ensuring Safety Record of Vendors Engaged by Schools to Conduct Activities for Students,,WANA,
2021-02-26,014-001-095-021-017,014-001-095-021,17,One-stop Platform for Family Members or Legal Representatives of Deceased Persons to Obtain Legal Documents,,WA,
2021-02-26,014-001-095-021-018,014-001-095-021,18,Protocol for Law Enforcement Officers in Apprehending Suspects,,WA,
2021-02-26,014-001-095-021-019,014-001-095-021,19,Educating Cyclists on Section 11A of Road Traffic (Bicycles) Rules and Enforcement Efforts to Improve Road Safety,,WA,
2021-02-26,014-001-095-021-020,014-001-095-021,20,Provision of Medical Certificates to Husbands Accompanying Wives for In-vitro Fertilisation Treatments at Public Hospital,,WA,
2021-02-26,014-001-095-021-021,014-001-095-021,21,"Postpartum Complications, Infant Health and Mental Health Issues during COVID-19 Pandemic",,WA,
2021-02-26,014-001-095-021-022,014-001-095-021,22,Update on Government's Review on Mental Health Strategy,,WA,
2021-02-26,014-001-095-021-023,014-001-095-021,23,Co-Payment in Integrated Shield Plans for Specific Hospital Categories and Breakdown of Average Claims Made through Full Riders of Integrated Shield Plans,,WA,
2021-02-26,014-001-095-021-024,014-001-095-021,24,Lowering Legal Vehicular Noise Limits in Residential Areas,,WA,
2021-02-26,014-001-095-021-025,014-001-095-021,25,Notions of Respect and Consent Taught in Sexuality Education Curriculum in Light of Sexual Harassment and Assault Cases Involving Young People,,WA,
2021-02-26,014-001-095-021-026,014-001-095-021,26,Study Relationship between Imposing Moratorium on Declawing Cats and Debarking Dogs versus Pet Euthanasia,,WA,
2021-02-26,014-001-095-021-027,014-001-095-021,27,Rationale for Maximum Weight Limit of Commercial Vehicles in HDB Carparks,,WA,
2021-02-26,014-001-095-021-028,014-001-095-021,28,Statistics on Residents who Aspire for Better Housing in HDB Sample Household Survey 2018,,WA,
2021-02-26,014-001-095-021-029,014-001-095-021,29,Frequency of Maintenance Checks Conducted on Senior Fitness Corners and Playgrounds in Public Estates and Plans to Utilise Inclusive Design for Persons with Different Abilities and Needs,,WA,
2021-02-26,014-001-095-021-030,014-001-095-021,30,Clarification by Deputy Prime Minister and Minister for Finance,,WS,
