Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2017-03-08,013-001-094-041-001,013-001-094-041,1,Setting up of Drone Port,,OA,
2017-03-08,013-001-094-041-002,013-001-094-041,2,Presidential Council for Minority Rights' Assent to Bills,,OA,
2017-03-08,013-001-094-041-003,013-001-094-041,3,Estimates of Expenditure for the Financial Year 1 April 2017 to 31 March 2017,Committee of Supply − Paper Cmd 8 of 2017,OS,
2017-03-08,013-001-094-041-004,013-001-094-041,4,Committee of Supply − Head W (Ministry of Transport),,OS,
2017-03-08,013-001-094-041-005,013-001-094-041,5,Committee of Supply − Head L (Ministry of the Environment and Water resources),,OS,
2017-03-08,013-001-094-041-006,013-001-094-041,6,Committee of Supply − Head I (Ministry of Social and Family Development)  ,,OS,
2017-03-08,013-001-094-041-007,013-001-094-041,7,Committee of supply Reporting Progress,,OS,
2017-03-08,013-001-094-041-008,013-001-094-041,8,Adjournment,,OS,
2017-03-08,013-001-094-041-009,013-001-094-041,9,Annual Breakdown of New Jobs Created from 2011 to 2016,,WA,
2017-03-08,013-001-094-041-010,013-001-094-041,10,Use of Video-conferencing Facilities for Enforcement of Maintenance Orders Applications,,WA,
