Date,Sitting_CID,MP_Name,Attendance
2015-07-14,012-002-093-021,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)).,True
2015-07-14,012-002-093-021,Mr Ang Wei Neng (Jurong).,True
2015-07-14,012-002-093-021,Mr Baey Yam Keng (Tampines).,True
2015-07-14,012-002-093-021,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office.",True
2015-07-14,012-002-093-021,Mr Chen Show Mao (Aljunied).,True
2015-07-14,012-002-093-021,Dr Chia Shi-Lu (Tanjong Pagar).,True
2015-07-14,012-002-093-021,Ms Chia Yong Yong (Nominated Member).,True
2015-07-14,012-002-093-021,Mrs Lina Chiam (Non-Constituency Member).,True
2015-07-14,012-002-093-021,"Mr Charles Chong (Joo Chiat), Deputy Speaker.",True
2015-07-14,012-002-093-021,Mr Thomas Chua Kee Seng (Nominated Member).,True
2015-07-14,012-002-093-021,Mr Christopher de Souza (Holland-Bukit Timah).,True
2015-07-14,012-002-093-021,Assoc Prof Fatimah Lateef (Marine Parade).,True
2015-07-14,012-002-093-021,Mr Arthur Fong (West Coast).,True
2015-07-14,012-002-093-021,Mr Cedric Foo Chee Keng (Pioneer).,True
2015-07-14,012-002-093-021,Ms Foo Mee Har (West Coast).,True
2015-07-14,012-002-093-021,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs.",True
2015-07-14,012-002-093-021,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip.",True
2015-07-14,012-002-093-021,Mr Gan Thiam Poh (Pasir Ris-Punggol).,True
2015-07-14,012-002-093-021,Mr Gerald Giam Yean Song (Non-Constituency Member).,True
2015-07-14,012-002-093-021,Mr Goh Chok Tong (Marine Parade).,True
2015-07-14,012-002-093-021,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Minister for Manpower.",True
2015-07-14,012-002-093-021,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House.",True
2015-07-14,012-002-093-021,"Mr Heng Swee Keat (Tampines), Minister for Education.",True
2015-07-14,012-002-093-021,Mr Hri Kumar Nair (Bishan-Toa Payoh).,True
2015-07-14,012-002-093-021,Mr Inderjit Singh (Ang Mo Kio).,True
2015-07-14,012-002-093-021,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Education and Law.",True
2015-07-14,012-002-093-021,Dr Intan Azura Mokhtar (Ang Mo Kio).,True
2015-07-14,012-002-093-021,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry.",True
2015-07-14,012-002-093-021,Dr Janil Puthucheary (Pasir Ris-Punggol).,True
2015-07-14,012-002-093-021,Mr K Karthikeyan (Nominated Member).,True
2015-07-14,012-002-093-021,"Mr Khaw Boon Wan (Sembawang), Minister for National Development.",True
2015-07-14,012-002-093-021,Ms Kuik Shiao-Yin (Nominated Member).,True
2015-07-14,012-002-093-021,"Dr Lam Pin Min (Sengkang West), Minister of State for Health.",True
2015-07-14,012-002-093-021,"Mr Desmond Lee (Jurong), Minister of State for National Development.",True
2015-07-14,012-002-093-021,Ms Ellen Lee (Sembawang).,True
2015-07-14,012-002-093-021,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister.",True
2015-07-14,012-002-093-021,Ms Lee Li Lian (Punggol East).,True
2015-07-14,012-002-093-021,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry.",True
2015-07-14,012-002-093-021,Mr Liang Eng Hwa (Holland-Bukit Timah).,True
2015-07-14,012-002-093-021,Mr Lim Biow Chuan (Mountbatten).,True
2015-07-14,012-002-093-021,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry.",True
2015-07-14,012-002-093-021,Mr Raymond Lim Siang Keat (East Coast).,True
2015-07-14,012-002-093-021,"Mr Lim Swee Say (East Coast), Minister for Manpower.",True
2015-07-14,012-002-093-021,Ms Sylvia Lim (Aljunied).,True
