Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2023-04-17,014-002-095-097-001,014-002-095-097,1,Debate on President's Address,First allotted day,OS,
2023-04-17,014-002-095-097-002,014-002-095-097,2,Time Limit for Deputy Prime Minister's Speech,Suspension of Standing Orders,OS,
2023-04-17,014-002-095-097-003,014-002-095-097,3,Debate on President's Address,,OS,
2023-04-17,014-002-095-097-004,014-002-095-097,4,Adjournment of Debate,,OS,
2023-04-17,014-002-095-097-005,014-002-095-097,5,Adjournment,,OS,
