Date,Sitting_CID,MP_Name,Attendance
2015-04-13,012-002-093-018,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)).,True
2015-04-13,012-002-093-018,Mr Ang Hin Kee (Ang Mo Kio).,True
2015-04-13,012-002-093-018,Mr Ang Wei Neng (Jurong).,True
2015-04-13,012-002-093-018,Mr Baey Yam Keng (Tampines).,True
2015-04-13,012-002-093-018,"Mr Chan Chun Sing (Tanjong Pagar), Minister, Prime Minister's Office.",True
2015-04-13,012-002-093-018,Mr Chen Show Mao (Aljunied).,True
2015-04-13,012-002-093-018,Dr Chia Shi-Lu (Tanjong Pagar).,True
2015-04-13,012-002-093-018,Ms Chia Yong Yong (Nominated Member).,True
2015-04-13,012-002-093-018,Mrs Lina Chiam (Non-Constituency Member).,True
2015-04-13,012-002-093-018,"Mr Charles Chong (Joo Chiat), Deputy Speaker.",True
2015-04-13,012-002-093-018,Mr Thomas Chua Kee Seng (Nominated Member).,True
2015-04-13,012-002-093-018,Mr Christopher de Souza (Holland-Bukit Timah).,True
2015-04-13,012-002-093-018,Assoc Prof Fatimah Lateef (Marine Parade).,True
2015-04-13,012-002-093-018,Mr Arthur Fong (West Coast).,True
2015-04-13,012-002-093-018,Mr Cedric Foo Chee Keng (Pioneer).,True
2015-04-13,012-002-093-018,Ms Foo Mee Har (West Coast).,True
2015-04-13,012-002-093-018,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs.",True
2015-04-13,012-002-093-018,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip.",True
2015-04-13,012-002-093-018,Mr Gan Thiam Poh (Pasir Ris-Punggol).,True
2015-04-13,012-002-093-018,Mr Gerald Giam Yean Song (Non-Constituency Member).,True
2015-04-13,012-002-093-018,Mr Goh Chok Tong (Marine Parade).,True
2015-04-13,012-002-093-018,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House.",True
2015-04-13,012-002-093-018,"Mr Heng Swee Keat (Tampines), Minister for Education.",True
2015-04-13,012-002-093-018,Mr Hri Kumar Nair (Bishan-Toa Payoh).,True
2015-04-13,012-002-093-018,Mr Inderjit Singh (Ang Mo Kio).,True
