Date,Sitting_CID,MP_Name,Attendance,MP_Name_Title
2015-03-12,012-002-093-015,Lily Neo ,True,Dr Lily Neo (Tanjong Pagar).
2015-03-12,012-002-093-015,Ng Eng Hen ,True,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House."
2015-03-12,012-002-093-015,Irene Ng Phek Hoong ,True,Ms Irene Ng Phek Hoong (Tampines).
2015-03-12,012-002-093-015,David Ong ,True,Mr David Ong (Jurong).
2015-03-12,012-002-093-015,Ong Teng Koon ,True,Mr Ong Teng Koon (Sembawang).
2015-03-12,012-002-093-015,Denise Phua Lay Peng ,True,Ms Denise Phua Lay Peng (Moulmein-Kallang).
2015-03-12,012-002-093-015,Png Eng Huat ,True,Mr Png Eng Huat (Hougang).
2015-03-12,012-002-093-015,Pritam Singh ,True,Mr Pritam Singh (Aljunied).
2015-03-12,012-002-093-015,Seah Kian Peng ,True,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker."
2015-03-12,012-002-093-015,Seng Han Thong ,True,Mr Seng Han Thong (Ang Mo Kio).
2015-03-12,012-002-093-015,K Shanmugam ,True,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law."
2015-03-12,012-002-093-015,Sim Ann ,True,"Ms Sim Ann (Holland-Bukit Timah), Minister of State for Education and Communications and Information."
2015-03-12,012-002-093-015,Sitoh Yih Pin ,True,Mr Sitoh Yih Pin (Potong Pasir).
2015-03-12,012-002-093-015,Rita Soh Siow Lan ,True,Ms Rita Soh Siow Lan (Nominated Member).
2015-03-12,012-002-093-015,Benedict Tan ,True,Dr Benedict Tan (Nominated Member).
2015-03-12,012-002-093-015,Sam Tan Chin Siong ,True,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Culture, Community and Youth and Prime Minister's Office."
2015-03-12,012-002-093-015,Tan Chuan-Jin ,True,"Mr Tan Chuan-Jin (Marine Parade), Minister for Manpower."
2015-03-12,012-002-093-015,Randolph Tan ,True,Assoc Prof Randolph Tan (Nominated Member).
2015-03-12,012-002-093-015,Jessica Tan Soon Neo ,True,Ms Jessica Tan Soon Neo (East Coast).
2015-03-12,012-002-093-015,Tan Tai Yong ,True,Prof Tan Tai Yong (Nominated Member).
2015-03-12,012-002-093-015,Patrick Tay Teck Guan ,True,Mr Patrick Tay Teck Guan (Nee Soon).
2015-03-12,012-002-093-015,Teo Chee Hean ,True,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs."
2015-03-12,012-002-093-015,Josephine Teo ,True,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport."
2015-03-12,012-002-093-015,Teo Ser Luck ,True,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry."
2015-03-12,012-002-093-015,Tharman Shanmugaratnam ,True,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance."
2015-03-12,012-002-093-015,Tin Pei Ling ,True,Ms Tin Pei Ling (Marine Parade).
2015-03-12,012-002-093-015,Edwin Tong Chun Fai ,True,Mr Edwin Tong Chun Fai (Moulmein-Kallang).
2015-03-12,012-002-093-015,Vikram Nair ,True,Mr Vikram Nair (Sembawang).
2015-03-12,012-002-093-015,Vivian Balakrishnan ,True,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources."
2015-03-12,012-002-093-015,Wong Kan Seng ,True,Mr Wong Kan Seng (Bishan-Toa Payoh).
2015-03-12,012-002-093-015,Lawrence Wong ,True,"Mr Lawrence Wong (West Coast), Minister for Culture, Community and Youth and Second Minister for Communications and Information."
2015-03-12,012-002-093-015,Dr Yaacob Ibrahim ,True,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs."
2015-03-12,012-002-093-015,Alex Yam ,True,Mr Alex Yam (Chua Chu Kang).
2015-03-12,012-002-093-015,Yee Jenn Jong ,True,Mr Yee Jenn Jong (Non-Constituency Member).
2015-03-12,012-002-093-015,Alvin Yeo ,True,Mr Alvin Yeo (Chua Chu Kang).
2015-03-12,012-002-093-015,Yeo Guat Kwang ,True,Mr Yeo Guat Kwang (Ang Mo Kio).
2015-03-12,012-002-093-015,Zainal Sapari ,True,Mr Zainal Sapari (Pasir Ris-Punggol).
2015-03-12,012-002-093-015,Zainudin Nordin ,True,Mr Zainudin Nordin (Bishan-Toa Payoh).
2015-03-12,012-002-093-015,Zaqy Mohamad ,True,Mr Zaqy Mohamad (Chua Chu Kang).
2015-03-12,012-002-093-015,S Iswaran ,False,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry."
2015-03-12,012-002-093-015,K Karthikeyan ,False,Mr K Karthikeyan (Nominated Member).
2015-03-12,012-002-093-015,Lee Kuan Yew ,False,Mr Lee Kuan Yew (Tanjong Pagar).
2015-03-12,012-002-093-015,Raymond Lim Siang Keat ,False,Mr Raymond Lim Siang Keat (East Coast).
2015-03-12,012-002-093-015,Mohd Ismail Hussein ,False,Mr Mohd Ismail Hussein (Nominated Member).
2015-03-12,012-002-093-015,Teo Ho Pin ,False,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip."
2015-03-13,012-002-093-016,K Karthikeyan ,False,Mr K Karthikeyan (Nominated Member).
2015-03-13,012-002-093-016,Lee Kuan Yew ,False,Mr Lee Kuan Yew (Tanjong Pagar).
2015-03-13,012-002-093-016,Raymond Lim Siang Keat ,False,Mr Raymond Lim Siang Keat (East Coast).
2015-03-13,012-002-093-016,Masagos Zulkifli B M M ,False,"Mr Masagos Zulkifli B M M (Tampines), Senior Minister of State for Foreign Affairs and Home Affairs."
2015-03-13,012-002-093-016,Mohd Ismail Hussein ,False,Mr Mohd Ismail Hussein (Nominated Member).
2015-03-13,012-002-093-016,Irene Ng Phek Hoong ,False,Ms Irene Ng Phek Hoong (Tampines).
2015-03-13,012-002-093-016,K Shanmugam ,False,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law."
2015-03-13,012-002-093-016,Teo Ho Pin ,False,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip."
2015-03-13,012-002-093-016,Edwin Tong Chun Fai ,False,Mr Edwin Tong Chun Fai (Moulmein-Kallang).
2015-03-13,012-002-093-016,Yeo Guat Kwang ,False,Mr Yeo Guat Kwang (Ang Mo Kio).
2015-03-13,012-002-093-016,Halimah Yacob ,True,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)).
2015-03-13,012-002-093-016,Ang Hin Kee ,True,Mr Ang Hin Kee (Ang Mo Kio).
2015-03-13,012-002-093-016,Ang Wei Neng ,True,Mr Ang Wei Neng (Jurong).
2015-03-13,012-002-093-016,Baey Yam Keng ,True,Mr Baey Yam Keng (Tampines).
2015-03-13,012-002-093-016,Chan Chun Sing ,True,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Social and Family Development and Second Minister for Defence."
2015-03-13,012-002-093-016,Chen Show Mao ,True,Mr Chen Show Mao (Aljunied).
2015-03-13,012-002-093-016,Chia Shi-Lu ,True,Dr Chia Shi-Lu (Tanjong Pagar).
2015-03-13,012-002-093-016,Chia Yong Yong ,True,Ms Chia Yong Yong (Nominated Member).
2015-03-13,012-002-093-016,Lina Chiam ,True,Mrs Lina Chiam (Non-Constituency Member).
2015-03-13,012-002-093-016,Charles Chong ,True,"Mr Charles Chong (Joo Chiat), Deputy Speaker."
2015-03-13,012-002-093-016,Thomas Chua Kee Seng ,True,Mr Thomas Chua Kee Seng (Nominated Member).
2015-03-13,012-002-093-016,Christopher de Souza ,True,Mr Christopher de Souza (Holland-Bukit Timah).
2015-03-13,012-002-093-016,Fatimah Lateef ,True,Assoc Prof Fatimah Lateef (Marine Parade).
2015-03-13,012-002-093-016,Arthur Fong ,True,Mr Arthur Fong (West Coast).
2015-03-13,012-002-093-016,Cedric Foo Chee Keng ,True,Mr Cedric Foo Chee Keng (Pioneer).
2015-03-13,012-002-093-016,Foo Mee Har ,True,Ms Foo Mee Har (West Coast).
2015-03-13,012-002-093-016,Grace Fu Hai Yien ,True,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs."
2015-03-13,012-002-093-016,Gan Kim Yong ,True,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip."
2015-03-13,012-002-093-016,Gan Thiam Poh ,True,Mr Gan Thiam Poh (Pasir Ris-Punggol).
2015-03-13,012-002-093-016,Gerald Giam Yean Song ,True,Mr Gerald Giam Yean Song (Non-Constituency Member).
2015-03-13,012-002-093-016,Goh Chok Tong ,True,Mr Goh Chok Tong (Marine Parade).
2015-03-13,012-002-093-016,Hawazi Daipi ,True,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Minister for Manpower."
2015-03-13,012-002-093-016,Heng Chee How ,True,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House."
2015-03-13,012-002-093-016,Heng Swee Keat ,True,"Mr Heng Swee Keat (Tampines), Minister for Education."
2015-03-13,012-002-093-016,Hri Kumar Nair ,True,Mr Hri Kumar Nair (Bishan-Toa Payoh).
2015-03-13,012-002-093-016,Inderjit Singh ,True,Mr Inderjit Singh (Ang Mo Kio).
2015-03-13,012-002-093-016,Indranee Rajah ,True,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Education and Law."
2015-03-13,012-002-093-016,Intan Azura Mokhtar ,True,Dr Intan Azura Mokhtar (Ang Mo Kio).
2015-03-13,012-002-093-016,S Iswaran ,True,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry."
2015-03-13,012-002-093-016,Janil Puthucheary ,True,Dr Janil Puthucheary (Pasir Ris-Punggol).
2015-03-13,012-002-093-016,Khaw Boon Wan ,True,"Mr Khaw Boon Wan (Sembawang), Minister for National Development."
2015-03-13,012-002-093-016,Amy Khor Lean Suan ,True,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and Manpower and Deputy Government Whip."
2015-03-13,012-002-093-016,Kuik Shiao-Yin ,True,Ms Kuik Shiao-Yin (Nominated Member).
2015-03-13,012-002-093-016,Lam Pin Min ,True,"Dr Lam Pin Min (Sengkang West), Minister of State for Health."
2015-03-13,012-002-093-016,Lee Bee Wah ,True,Er Dr Lee Bee Wah (Nee Soon).
2015-03-13,012-002-093-016,Desmond Lee ,True,"Mr Desmond Lee (Jurong), Minister of State for National Development."
2015-03-13,012-002-093-016,Ellen Lee ,True,Ms Ellen Lee (Sembawang).
2015-03-13,012-002-093-016,Lee Hsien Loong ,True,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister."
2015-03-13,012-002-093-016,Lee Li Lian ,True,Ms Lee Li Lian (Punggol East).
2015-03-13,012-002-093-016,Lee Yi Shyan ,True,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry."
2015-03-13,012-002-093-016,Liang Eng Hwa ,True,Mr Liang Eng Hwa (Holland-Bukit Timah).
2015-03-13,012-002-093-016,Lim Biow Chuan ,True,Mr Lim Biow Chuan (Mountbatten).
2015-03-13,012-002-093-016,Lim Hng Kiang ,True,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry."
2015-03-13,012-002-093-016,Lim Swee Say ,True,"Mr Lim Swee Say (East Coast), Minister, Prime Minister's Office."
2015-03-13,012-002-093-016,Sylvia Lim ,True,Ms Sylvia Lim (Aljunied).
2015-03-13,012-002-093-016,Lim Wee Kiak ,True,Dr Lim Wee Kiak (Nee Soon).
2015-03-13,012-002-093-016,Penny Low ,True,Miss Penny Low (Pasir Ris-Punggol).
2015-03-13,012-002-093-016,Low Thia Khiang ,True,Mr Low Thia Khiang (Aljunied).
2015-03-13,012-002-093-016,Low Yen Ling ,True,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development."
2015-03-13,012-002-093-016,Lui Tuck Yew ,True,"Mr Lui Tuck Yew (Moulmein-Kallang), Minister for Transport"
2015-03-13,012-002-093-016,Mah Bow Tan ,True,Mr Mah Bow Tan (Tampines).
2015-03-13,012-002-093-016,Mohamad Maliki Bin Osman ,True,"Dr Mohamad Maliki Bin Osman (East Coast), Minister of State for Defence and National Development."
2015-03-13,012-002-093-016,Muhamad Faisal Bin Abdul Manap ,True,Mr Muhamad Faisal Bin Abdul Manap (Aljunied).
2015-03-13,012-002-093-016,Dr Muhammad Faishal Ibrahim ,True,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Health and Minister for Transport."
2015-03-13,012-002-093-016,Lily Neo ,True,Dr Lily Neo (Tanjong Pagar).
2015-03-13,012-002-093-016,Ng Eng Hen ,True,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House."
2015-03-13,012-002-093-016,David Ong ,True,Mr David Ong (Jurong).
2015-03-13,012-002-093-016,Ong Teng Koon ,True,Mr Ong Teng Koon (Sembawang).
2015-03-13,012-002-093-016,Denise Phua Lay Peng ,True,Ms Denise Phua Lay Peng (Moulmein-Kallang).
2015-03-13,012-002-093-016,Png Eng Huat ,True,Mr Png Eng Huat (Hougang).
2015-03-13,012-002-093-016,Pritam Singh ,True,Mr Pritam Singh (Aljunied).
2015-03-13,012-002-093-016,Seah Kian Peng ,True,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker."
2015-03-13,012-002-093-016,Seng Han Thong ,True,Mr Seng Han Thong (Ang Mo Kio).
2015-03-13,012-002-093-016,Sim Ann ,True,"Ms Sim Ann (Holland-Bukit Timah), Minister of State for Education and Communications and Information."
2015-03-13,012-002-093-016,Sitoh Yih Pin ,True,Mr Sitoh Yih Pin (Potong Pasir).
2015-03-13,012-002-093-016,Rita Soh Siow Lan ,True,Ms Rita Soh Siow Lan (Nominated Member).
2015-03-13,012-002-093-016,Benedict Tan ,True,Dr Benedict Tan (Nominated Member).
2015-03-13,012-002-093-016,Sam Tan Chin Siong ,True,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Culture, Community and Youth and Prime Minister's Office."
2015-03-13,012-002-093-016,Tan Chuan-Jin ,True,"Mr Tan Chuan-Jin (Marine Parade), Minister for Manpower."
2015-03-13,012-002-093-016,Randolph Tan ,True,Assoc Prof Randolph Tan (Nominated Member).
2015-03-13,012-002-093-016,Jessica Tan Soon Neo ,True,Ms Jessica Tan Soon Neo (East Coast).
2015-03-13,012-002-093-016,Tan Tai Yong ,True,Prof Tan Tai Yong (Nominated Member).
2015-03-13,012-002-093-016,Patrick Tay Teck Guan ,True,Mr Patrick Tay Teck Guan (Nee Soon).
2015-03-13,012-002-093-016,Teo Chee Hean ,True,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs."
2015-03-13,012-002-093-016,Josephine Teo ,True,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport."
2015-03-13,012-002-093-016,Teo Ser Luck ,True,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry."
2015-03-13,012-002-093-016,Tharman Shanmugaratnam ,True,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance."
2015-03-13,012-002-093-016,Tin Pei Ling ,True,Ms Tin Pei Ling (Marine Parade).
2015-03-13,012-002-093-016,Vikram Nair ,True,Mr Vikram Nair (Sembawang).
2015-03-13,012-002-093-016,Vivian Balakrishnan ,True,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources."
2015-03-13,012-002-093-016,Wong Kan Seng ,True,Mr Wong Kan Seng (Bishan-Toa Payoh).
2015-03-13,012-002-093-016,Lawrence Wong ,True,"Mr Lawrence Wong (West Coast), Minister for Culture, Community and Youth and Second Minister for Communications and Information."
2015-03-13,012-002-093-016,Dr Yaacob Ibrahim ,True,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs."
2015-03-13,012-002-093-016,Alex Yam ,True,Mr Alex Yam (Chua Chu Kang).
2015-03-13,012-002-093-016,Yee Jenn Jong ,True,Mr Yee Jenn Jong (Non-Constituency Member).
2015-03-13,012-002-093-016,Alvin Yeo ,True,Mr Alvin Yeo (Chua Chu Kang).
2015-03-13,012-002-093-016,Zainal Sapari ,True,Mr Zainal Sapari (Pasir Ris-Punggol).
2015-03-13,012-002-093-016,Zainudin Nordin ,True,Mr Zainudin Nordin (Bishan-Toa Payoh).
2015-03-13,012-002-093-016,Zaqy Mohamad ,True,Mr Zaqy Mohamad (Chua Chu Kang).
2015-03-26,012-002-093-017,Halimah Yacob ,True,Mdm SPEAKER (Mdm Halimah Yacob (Jurong)).
2015-03-26,012-002-093-017,Ang Hin Kee ,True,Mr Ang Hin Kee (Ang Mo Kio).
2015-03-26,012-002-093-017,Ang Wei Neng ,True,Mr Ang Wei Neng (Jurong).
2015-03-26,012-002-093-017,Baey Yam Keng ,True,Mr Baey Yam Keng (Tampines).
2015-03-26,012-002-093-017,Chan Chun Sing ,True,"Mr Chan Chun Sing (Tanjong Pagar), Minister for Social and Family Development and Second Minister for Defence."
2015-03-26,012-002-093-017,Chen Show Mao ,True,Mr Chen Show Mao (Aljunied).
2015-03-26,012-002-093-017,Chia Yong Yong ,True,Ms Chia Yong Yong (Nominated Member).
2015-03-26,012-002-093-017,Lina Chiam ,True,Mrs Lina Chiam (Non-Constituency Member).
2015-03-26,012-002-093-017,Charles Chong ,True,"Mr Charles Chong (Joo Chiat), Deputy Speaker."
2015-03-26,012-002-093-017,Thomas Chua Kee Seng ,True,Mr Thomas Chua Kee Seng (Nominated Member).
2015-03-26,012-002-093-017,Christopher de Souza ,True,Mr Christopher de Souza (Holland-Bukit Timah).
2015-03-26,012-002-093-017,Fatimah Lateef ,True,Assoc Prof Fatimah Lateef (Marine Parade).
2015-03-26,012-002-093-017,Arthur Fong ,True,Mr Arthur Fong (West Coast).
2015-03-26,012-002-093-017,Cedric Foo Chee Keng ,True,Mr Cedric Foo Chee Keng (Pioneer).
2015-03-26,012-002-093-017,Foo Mee Har ,True,Ms Foo Mee Har (West Coast).
2015-03-26,012-002-093-017,Grace Fu Hai Yien ,True,"Ms Grace Fu Hai Yien (Yuhua), Minister, Prime Minister's Office, Second Minister for the Environment and Water Resources and Second Minister for Foreign Affairs."
2015-03-26,012-002-093-017,Gan Kim Yong ,True,"Mr Gan Kim Yong (Chua Chu Kang), Minister for Health and Government Whip."
2015-03-26,012-002-093-017,Gan Thiam Poh ,True,Mr Gan Thiam Poh (Pasir Ris-Punggol).
2015-03-26,012-002-093-017,Gerald Giam Yean Song ,True,Mr Gerald Giam Yean Song (Non-Constituency Member).
2015-03-26,012-002-093-017,Goh Chok Tong ,True,Mr Goh Chok Tong (Marine Parade).
2015-03-26,012-002-093-017,Hawazi Daipi ,True,"Mr Hawazi Daipi (Sembawang), Senior Parliamentary Secretary to the Minister for Education and Minister for Manpower."
2015-03-26,012-002-093-017,Heng Chee How ,True,"Mr Heng Chee How (Whampoa), Senior Minister of State, Prime Minister's Office and Deputy Leader of the House."
2015-03-26,012-002-093-017,Heng Swee Keat ,True,"Mr Heng Swee Keat (Tampines), Minister for Education."
2015-03-26,012-002-093-017,Hri Kumar Nair ,True,Mr Hri Kumar Nair (Bishan-Toa Payoh).
2015-03-26,012-002-093-017,Inderjit Singh ,True,Mr Inderjit Singh (Ang Mo Kio).
2015-03-26,012-002-093-017,Indranee Rajah ,True,"Ms Indranee Rajah (Tanjong Pagar), Senior Minister of State for Education and Law."
2015-03-26,012-002-093-017,Intan Azura Mokhtar ,True,Dr Intan Azura Mokhtar (Ang Mo Kio).
2015-03-26,012-002-093-017,S Iswaran ,True,"Mr S Iswaran (West Coast), Minister, Prime Minister's Office, Second Minister for Home Affairs and Second Minister for Trade and Industry."
2015-03-26,012-002-093-017,Janil Puthucheary ,True,Dr Janil Puthucheary (Pasir Ris-Punggol).
2015-03-26,012-002-093-017,K Karthikeyan ,True,Mr K Karthikeyan (Nominated Member).
2015-03-26,012-002-093-017,Khaw Boon Wan ,True,"Mr Khaw Boon Wan (Sembawang), Minister for National Development."
2015-03-26,012-002-093-017,Amy Khor Lean Suan ,True,"Dr Amy Khor Lean Suan (Hong Kah North), Senior Minister of State for Health and Manpower and Deputy Government Whip."
2015-03-26,012-002-093-017,Kuik Shiao-Yin ,True,Ms Kuik Shiao-Yin (Nominated Member).
2015-03-26,012-002-093-017,Lam Pin Min ,True,"Dr Lam Pin Min (Sengkang West), Minister of State for Health."
2015-03-26,012-002-093-017,Lee Bee Wah ,True,Er Dr Lee Bee Wah (Nee Soon).
2015-03-26,012-002-093-017,Desmond Lee ,True,"Mr Desmond Lee (Jurong), Minister of State for National Development."
2015-03-26,012-002-093-017,Ellen Lee ,True,Ms Ellen Lee (Sembawang).
2015-03-26,012-002-093-017,Lee Hsien Loong ,True,"Mr Lee Hsien Loong (Ang Mo Kio), Prime Minister."
2015-03-26,012-002-093-017,Lee Li Lian ,True,Ms Lee Li Lian (Punggol East).
2015-03-26,012-002-093-017,Lee Yi Shyan ,True,"Mr Lee Yi Shyan (East Coast), Senior Minister of State for National Development and Trade and Industry."
2015-03-26,012-002-093-017,Liang Eng Hwa ,True,Mr Liang Eng Hwa (Holland-Bukit Timah).
2015-03-26,012-002-093-017,Lim Biow Chuan ,True,Mr Lim Biow Chuan (Mountbatten).
2015-03-26,012-002-093-017,Lim Hng Kiang ,True,"Mr Lim Hng Kiang (West Coast), Minister for Trade and Industry."
2015-03-26,012-002-093-017,Raymond Lim Siang Keat ,True,Mr Raymond Lim Siang Keat (East Coast).
2015-03-26,012-002-093-017,Lim Swee Say ,True,"Mr Lim Swee Say (East Coast), Minister, Prime Minister's Office."
2015-03-26,012-002-093-017,Sylvia Lim ,True,Ms Sylvia Lim (Aljunied).
2015-03-26,012-002-093-017,Lim Wee Kiak ,True,Dr Lim Wee Kiak (Nee Soon).
2015-03-26,012-002-093-017,Penny Low ,True,Miss Penny Low (Pasir Ris-Punggol).
2015-03-26,012-002-093-017,Low Thia Khiang ,True,Mr Low Thia Khiang (Aljunied).
2015-03-26,012-002-093-017,Low Yen Ling ,True,"Ms Low Yen Ling (Chua Chu Kang), Parliamentary Secretary to the Minister for Culture, Community and Youth and Minister for Social and Family Development."
2015-03-26,012-002-093-017,Lui Tuck Yew ,True,"Mr Lui Tuck Yew (Moulmein-Kallang), Minister for Transport"
2015-03-26,012-002-093-017,Mah Bow Tan ,True,Mr Mah Bow Tan (Tampines).
2015-03-26,012-002-093-017,Masagos Zulkifli B M M ,True,"Mr Masagos Zulkifli B M M (Tampines), Senior Minister of State for Foreign Affairs and Home Affairs."
2015-03-26,012-002-093-017,Mohamad Maliki Bin Osman ,True,"Dr Mohamad Maliki Bin Osman (East Coast), Minister of State for Defence and National Development."
2015-03-26,012-002-093-017,Mohd Ismail Hussein ,True,Mr Mohd Ismail Hussein (Nominated Member).
2015-03-26,012-002-093-017,Muhamad Faisal Bin Abdul Manap ,True,Mr Muhamad Faisal Bin Abdul Manap (Aljunied).
2015-03-26,012-002-093-017,Dr Muhammad Faishal Ibrahim ,True,"Assoc Prof Dr Muhammad Faishal Ibrahim (Nee Soon), Parliamentary Secretary to the Minister for Health and Minister for Transport."
2015-03-26,012-002-093-017,Lily Neo ,True,Dr Lily Neo (Tanjong Pagar).
2015-03-26,012-002-093-017,Ng Eng Hen ,True,"Dr Ng Eng Hen (Bishan-Toa Payoh), Minister for Defence and Leader of the House."
2015-03-26,012-002-093-017,Irene Ng Phek Hoong ,True,Ms Irene Ng Phek Hoong (Tampines).
2015-03-26,012-002-093-017,David Ong ,True,Mr David Ong (Jurong).
2015-03-26,012-002-093-017,Ong Teng Koon ,True,Mr Ong Teng Koon (Sembawang).
2015-03-26,012-002-093-017,Denise Phua Lay Peng ,True,Ms Denise Phua Lay Peng (Moulmein-Kallang).
2015-03-26,012-002-093-017,Png Eng Huat ,True,Mr Png Eng Huat (Hougang).
2015-03-26,012-002-093-017,Pritam Singh ,True,Mr Pritam Singh (Aljunied).
2015-03-26,012-002-093-017,Seah Kian Peng ,True,"Mr Seah Kian Peng (Marine Parade), Deputy Speaker."
2015-03-26,012-002-093-017,Seng Han Thong ,True,Mr Seng Han Thong (Ang Mo Kio).
2015-03-26,012-002-093-017,K Shanmugam ,True,"Mr K Shanmugam (Nee Soon), Minister for Foreign Affairs and Minister for Law."
2015-03-26,012-002-093-017,Sim Ann ,True,"Ms Sim Ann (Holland-Bukit Timah), Minister of State for Education and Communications and Information."
2015-03-26,012-002-093-017,Sitoh Yih Pin ,True,Mr Sitoh Yih Pin (Potong Pasir).
2015-03-26,012-002-093-017,Rita Soh Siow Lan ,True,Ms Rita Soh Siow Lan (Nominated Member).
2015-03-26,012-002-093-017,Benedict Tan ,True,Dr Benedict Tan (Nominated Member).
2015-03-26,012-002-093-017,Sam Tan Chin Siong ,True,"Mr Sam Tan Chin Siong (Radin Mas), Minister of State for Culture, Community and Youth and Prime Minister's Office."
2015-03-26,012-002-093-017,Tan Chuan-Jin ,True,"Mr Tan Chuan-Jin (Marine Parade), Minister for Manpower."
2015-03-26,012-002-093-017,Randolph Tan ,True,Assoc Prof Randolph Tan (Nominated Member).
2015-03-26,012-002-093-017,Jessica Tan Soon Neo ,True,Ms Jessica Tan Soon Neo (East Coast).
2015-03-26,012-002-093-017,Patrick Tay Teck Guan ,True,Mr Patrick Tay Teck Guan (Nee Soon).
2015-03-26,012-002-093-017,Teo Chee Hean ,True,"Mr Teo Chee Hean (Pasir Ris-Punggol), Deputy Prime Minister and Coordinating Minister for National Security and Minister for Home Affairs."
2015-03-26,012-002-093-017,Teo Ho Pin ,True,"Dr Teo Ho Pin (Bukit Panjang), Deputy Government Whip."
2015-03-26,012-002-093-017,Josephine Teo ,True,"Mrs Josephine Teo (Bishan-Toa Payoh), Senior Minister of State for Finance and Transport."
2015-03-26,012-002-093-017,Teo Ser Luck ,True,"Mr Teo Ser Luck (Pasir Ris-Punggol), Minister of State for Trade and Industry."
2015-03-26,012-002-093-017,Tharman Shanmugaratnam ,True,"Mr Tharman Shanmugaratnam (Jurong), Deputy Prime Minister and Minister for Finance."
2015-03-26,012-002-093-017,Edwin Tong Chun Fai ,True,Mr Edwin Tong Chun Fai (Moulmein-Kallang).
2015-03-26,012-002-093-017,Vikram Nair ,True,Mr Vikram Nair (Sembawang).
2015-03-26,012-002-093-017,Vivian Balakrishnan ,True,"Dr Vivian Balakrishnan (Holland-Bukit Timah), Minister for the Environment and Water Resources."
2015-03-26,012-002-093-017,Wong Kan Seng ,True,Mr Wong Kan Seng (Bishan-Toa Payoh).
2015-03-26,012-002-093-017,Lawrence Wong ,True,"Mr Lawrence Wong (West Coast), Minister for Culture, Community and Youth and Second Minister for Communications and Information."
2015-03-26,012-002-093-017,Dr Yaacob Ibrahim ,True,"Assoc Prof Dr Yaacob Ibrahim (Moulmein-Kallang), Minister for Communications and Information and Minister-in-charge of Muslim Affairs."
2015-03-26,012-002-093-017,Alex Yam ,True,Mr Alex Yam (Chua Chu Kang).
2015-03-26,012-002-093-017,Yee Jenn Jong ,True,Mr Yee Jenn Jong (Non-Constituency Member).
2015-03-26,012-002-093-017,Alvin Yeo ,True,Mr Alvin Yeo (Chua Chu Kang).
2015-03-26,012-002-093-017,Yeo Guat Kwang ,True,Mr Yeo Guat Kwang (Ang Mo Kio).
